Text,positive,negative,Lab,Label,Sentiment,Pred
V lidl lese rastie 870000 stromcekov 🌲🌲🌲🌲,0.2606,0.7394,2.0,Negative,1.305,Positive
Marek Barna a uz prestan depkovat a najdi si chlapa.😉,0.4524,0.5476,2.0,Neutral,0.464,Negative
Emily Roberts 😉 hrdinka Vianoc tak ako my všetky 🎅🎅🎅,0.5202,0.4798,3.0,Neutral,1.427,Positive
Sima Nagyová mozeme potom spolu 😉,0.5617,0.4383,3.0,Positive,0.464,Neutral
Pustil som si vynil doma a bolo mi fajn😎,0.4118,0.5882,2.0,Negative,0.493,Positive
Keby boli aspoň pekné. Ale ony sú len drahé 😀,0.5385,0.4615,3.0,Neutral,0.572,Positive
Po puškách a bojových vozoch aj bojové motorky. \n\nLietajúce motorky. 🛵✈️,0.4971,0.5029,2.0,Neutral,0.0,Negative
Ale vas tam bolo vela... az asi 20 🤦🏻‍♀️😂😂,0.4663,0.5337,2.0,Neutral,0.442,Negative
ani ja im nikdy neodolám 🌷🌷🌷🌷🌷,0.5,0.5,1.0,Neutral,1.6560000000000001,Negative
"Doma s priateľom, našou dcérkou a našimi 5 zlatými retrievermi 👨‍👩‍👧🐕🐕🐕🐕🐕🎇🎆",0.4923,0.5077,3.0,Neutral,3.218,Positive
Pro moje ❤  které je daleko  Aninka Folkelová 👄,0.4433,0.5567,2.0,Negative,0.493,Positive
"Ďaleký sever-fukalo,krúpy padali,pršalo,svietilo slnko,ako apríl 😁",0.5742,0.4258,3.0,Positive,0.45,Neutral
Najradšej -🍉🍉 ale aj 🍒🍌🍍🍈🍇🍎🍏🍐🍑🍓milujem ovocie ❤❤,0.5231,0.4769,3.0,Neutral,3.9219999999999997,Positive
Prelistujte si čerstvú novú Správnu voľbu už od pondelka 30.5. 😉,0.527,0.473,3.0,Neutral,0.464,Negative
A co si ma vymyslat...? Sak nikto....ona bola jedinou....😨,0.4544,0.5456,2.0,Neutral,-0.141,Negative
Všade ☺️ najradšej sme keď s nami môže ísť aj náš Miško 👶🏼,0.4639,0.5361,2.0,Neutral,0.448,Positive
Stefan Zatko nikdy chybu nespravil ze jo 😉,0.4821,0.5179,2.0,Neutral,0.464,Negative
ja keby som vyhrala netajim sa 😉,0.5601,0.4399,3.0,Positive,0.464,Neutral
Urcite Sam doma a Popoluska 😉,0.5122,0.4878,3.0,Neutral,0.464,Positive
Lukáš Králik alebo oboje.. 😂,0.5916,0.4084,3.0,Positive,0.221,Negative
"Vlnky šplouchají, sluníčko svítí, je čas na lážo-plážo. 🌞😎🌊 Vezměte si s sebou naše měkoučké plážové osušky, které rychle schnou a dobře sají, a budete se mít jako v ráji! 🌴🤩 P. S. Jaký vzor byste si vybrali?\n\n➡ HIT! PLÁŽOVÁ OSUŠKA, z mikrovlákna, různé vzory a barvy, rozměry: 86 × 170 cm – 89 Kč\n\nVýše uvedený produkt je z aktuální nabídky, která je dostupná do vyčerpání zásob.",0.4443,0.5557,2.0,Negative,2.1109999999999998,Positive
a odmeny a odstupné dostane? štátna tajomníčka dostala...🤔,0.4671,0.5329,2.0,Neutral,0.0,Negative
Treba nasjkor vyhrat volby a potom delit valovceky zeeee? 🤔🤔🤔,0.4398,0.5602,2.0,Negative,0.0,Neutral
Pavel Ursus Dobrý komentár.👍,0.5388,0.4612,3.0,Neutral,0.522,Positive
No som zvedavy...ale ze nesadol na svoje miesto.aj to pravda 😁,0.5271,0.4729,3.0,Neutral,0.45,Negative
tak preto ste ho napísali? 🤔,0.4763,0.5237,2.0,Neutral,0.0,Negative
Dobrú chuť 🤢,0.5485,0.4515,3.0,Neutral,0.0,Negative
Alzbeta Bakaova tak im budem aspon fandiť😄😣,0.3362,0.6638,2.0,Negative,0.208,Positive
"pre mojho lego maniaka, synceka Riska 😉",0.573,0.4270000000000001,3.0,Positive,0.464,Negative
A naco ved je vylustena vami .🤣🤣🤣,0.4679,0.5321,2.0,Neutral,0.0,Negative
Lego FRIENDS ❤ pre moju dcérku  🎁,0.4585,0.5415,2.0,Neutral,0.767,Positive
Spasím vás všetkých ovečky moje... 😇,0.4697,0.5303,2.0,Neutral,0.6,Negative
Alphu jsem měl. Můj největší omyl. Na slunci nečitelná. S6 Edge 4ever. 👍,0.5573,0.4427,3.0,Positive,0.522,Negative
Matúš Smaily Šuľák  som predajca vo Forde 😊 3.7 V6 sa v Európe nepredával,0.8276,0.1724,3.0,Positive,0.645,Negative
Modrý balíček pre Nášho Patrika😁😁,0.6555,0.3445,3.0,Positive,0.9,Negative
Najblizsie ideme na detske rybarske preteky s malinkymi 😉,0.4189,0.5811,2.0,Negative,0.464,Positive
Pani v červenej bunde má gule 👍,0.53,0.47,3.0,Neutral,0.522,Negative
"Tá nová ponuka Telekom SK je fakt super :D\nJe pekné že som si bral ÁNO L so 4GB dát a vzhľadom na to že mám Magenta 1 mi dáta navýšili na 8GB ...včera mi síce písali že mi to navyšujú na 15GB ale dnes prídem na stránku a pre ÁNO S 250GB, pre ÁNO M 500GB dát 😂 niekde sa stala asi chyba :D https://www.telekom.sk/volania/pausal",0.6623,0.3377,3.0,Positive,0.221,Negative
Lego friends aquapark pre moju Nelku 😘,0.5402,0.4598,3.0,Neutral,0.702,Positive
"Fico na Pohodu? Eugen, vam musí je.ať... To už by nebola pohoda... 🤣",0.6798,0.3202,3.0,Positive,0.0,Negative
#VianoceSTesco ❤️☃️,0.3827,0.6173,2.0,Negative,0.5,Positive
"Sme radi, že vás stretávame na našich čerpacích staniciach čoraz častejšie a pre vašu bezpečnosť robíme naďalej maximum. Na privítanie sme si pre vás pripravili malé prekvapenie. Počas júna u nás ochutnáte vybrané druhy kávy za zvýhodenú cenu 0,79 €. ☕\n\nOdteraz si u nás podľa vašej chuti vyberiete, či vám namelieme 100 % Arabicu s Fairtrade a bio certifikáciou alebo Espresso Kick, skvelú zmes Arabicy a Robusty s certifikátom UTZ namiešanú presne podľa chuti našich slovenských zákazníkov. Tešíme sa na vašu návštevu!\n\nZistite viac na: https://go.shell.com/302cOwn",0.8521,0.1479,3.0,Positive,0.246,Negative
Obliečky Sommar 🐐 Rámik Ribba 🐟 a môj favorit sú hodiny Pug 🐶😂 a rámik Drops,0.2525,0.7475,2.0,Negative,2.089,Positive
"Gramatika a stylistika, moje nervy! 😖",0.4055,0.5945,2.0,Negative,-0.157,Positive
Niekto tu má problém s pochopením písaného slova😀,0.5660000000000001,0.434,3.0,Positive,0.572,Negative
Dcéra jablková a ja broskyňová aj so synom 😉,0.3785,0.6215,2.0,Negative,0.464,Positive
Tak my sa chystáme do Bojnic a hneď ako začnú prázdniny do Chorvátska 😉🍀🍀😉🍀🍀😉,0.2489,0.7511,2.0,Negative,2.544,Positive
V čase menín a narodenín špeciálny deň len pre mna 😁,0.17600000000000002,0.8240000000000001,2.0,Negative,0.45,Positive
"ale ak sa budu riadit poznatkami vedy,asi ju to velmi nepotesi. 😀",0.568,0.4320000000000001,3.0,Positive,0.572,Negative
Prvú adventnú nedeľu trávim prvý krát so svojim synom 😊❤️ má dva mesiace,0.3784,0.6216,2.0,Negative,0.645,Positive
Už to info prišlo aj k nám konečne Nikodém 💶💶,0.5824,0.4176,3.0,Positive,0.0,Negative
Orandzovu s levom pre mojho maleho huncuta 😀,0.5431,0.4569,3.0,Neutral,0.572,Positive
Vidíš ako si séries do huby💩💩,0.4832,0.5168,2.0,Neutral,-0.236,Negative
Balík C pre môjho syna veľkosť XS...ak nie tak pre manžela XL...😊,0.6133,0.3867,3.0,Positive,0.645,Negative
Vladimir Rozina východňari tu už sú..nič horšie nás nečaká😃,0.366,0.634,2.0,Negative,0.558,Positive
a potom kto bude sudit?? 🤔,0.47600000000000003,0.524,2.0,Neutral,0.0,Negative
"Navštívili by sme Zoo Zlín, cesta v takej sedačke musí byť jedna radosť 😉",0.2182,0.7818,2.0,Negative,0.464,Positive
detske oblecenie 👍vel. 2 prosim,0.6506,0.3494,3.0,Positive,0.522,Negative
nacisti a komunisti to uz je len prirovnanie 🤣,0.4801,0.5199,2.0,Neutral,0.0,Negative
Pre kamarátku ktorú to ešte čaká 😉,0.418,0.5820000000000001,2.0,Negative,0.464,Neutral
Iva Vrabcova od fake profilu to znie úžasne...👎,0.5888,0.4112,3.0,Positive,-0.19,Negative
Darinka Chovanyeczová haha 🤗👍 dali sme to ....kavop*cky ☕,0.5116,0.4884,3.0,Neutral,0.768,Positive
Do školy 👌 aby som sa vyhol čakaniu v zápchach 💪🏼,0.551,0.449,3.0,Positive,1.12,Negative
Náše najobľúbenejšie je čerstvé ovocie a zelenina.🍀,0.5387,0.4613,3.0,Neutral,0.288,Negative
"Aj najlepší priatelia sa občas v niečom nezhodnú. Našťastie existujú pohovky, vďaka ktorým prekonáte aj tých 90 finálových minút :)⚽",0.9074,0.0926,3.0,Positive,0.622,Negative
Môjho prvacika by urcite potešilo Lego City. Autá musia byť 😁,0.5,0.5,1.0,Neutral,0.45,Positive
Pre detičky z MŠ Košická  Senec 🍀💗💞,0.4246,0.5754,2.0,Negative,1.689,Neutral
"Trendy kostkovaná flanelka, nebo šedá mikina se stříbrným nápisem? Čemu dá přednost vaše dcera? 😍\n\n➡ FLANELOVÁ KOŠILE, pro slečny, kostkovaná, různé barvy, 134–164 cm – 179 Kč\n\n➡ MIKINA S MÓDNÍM UZLEM, pro slečny, s potiskem, v šedé barvě,\n134–164 cm – 179 Kč",0.5379999999999999,0.462,3.0,Neutral,0.678,Negative
"Ach,ta láska nebeskááá...😂🙈",0.5375,0.4625,3.0,Neutral,0.654,Negative
Pomaly Vám nikto na zápasy chodiť nebude 😂,0.5893,0.4107,3.0,Positive,0.221,Negative
"Kačka Fialka Mi  a hlavne už nemali plastové tašky, čo je najviac 😊",0.4645,0.5355,2.0,Neutral,0.645,Positive
Pre seba keďže termín sa blíži 😉😁😁 a poprosím pre dievčatko,0.4082,0.5918,2.0,Negative,1.364,Neutral
Svet sa nám smeje🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,0.4586,0.5414,2.0,Neutral,0.0,Negative
V nasledujucich minutach pripravím navrh zakona 😂😂😂kvalitka,0.46799999999999997,0.532,2.0,Neutral,0.663,Negative
Ale predtim bych dala (y) 😅,0.4578,0.5422,2.0,Neutral,0.18,Positive
Mýtus to zlato je dávno vo švajčiarskej narodnej banke.😀,0.354,0.6459999999999999,2.0,Negative,0.572,Positive
"Vajicka, mäso, zelenina z trznice. Taktiez pecivo z pekarne Almond 👍🏼",0.4902,0.5098,2.0,Neutral,0.522,Positive
Dnes kupovane jahody na predajni v Kežmarku.\nDobrú chuť!😨🤢,0.4753,0.5247,2.0,Neutral,-0.141,Negative
Do Lidla predsa a potom do práce a domovu😃,0.5834,0.4166,3.0,Positive,0.558,Negative
"Díky šikovným vychytávkám z PEPCO bude mít ve vaší koupelně všechno své místo, takže se vám určitě nestane, že by vám ráno ujel autobus. 🚌 😉 A jak vypadají vaše rána, stíháte v pohodě?\n\n➡ BOX S VÍKEM A VKLÁDACÍM ORGANIZÉREM, na výběr: 4 l, 20 x 20 cm – 59 Kč; 9 l, 30 x 30 cm, s rukojetí – 119 Kč\n\n➡ PŘÍJEMNÝ RUČNÍK, 100% bavlna, na výběr: 50 x 90 cm – 59 Kč; 70 x 130 cm – 119 Kč",0.5087,0.4913,3.0,Neutral,0.686,Negative
toto si Rado nenechá ujsť 😂,0.5214,0.4786,3.0,Neutral,0.221,Negative
Asi najpeknejsia reklama akú ste vymysleli 👍👍👍💕,0.4266,0.5734,2.0,Negative,2.199,Positive
Tradicnu ale s nadychom niecoho noveho...😉...,0.557,0.44299999999999995,3.0,Positive,0.464,Neutral
Lego city pobrežná hliadka 😉,0.4512,0.5488,2.0,Neutral,0.464,Negative
Mal by obmedziť tie tabletky... 😃,0.4665,0.5335,2.0,Neutral,0.558,Positive
"typicke depresivne jesenne pocasie...  🌥️Pozitivne je, ze neprsi....  😁",0.6413,0.3587,3.0,Positive,0.45,Negative
Ako tri Svätoplukovej prúty 😅😅 len ich odtat..,0.4697,0.5303,2.0,Neutral,0.36,Negative
My by sme chceli aby bolo v TT predajniach Liptovská párenia (pravá) 🤗😋😁,0.4729,0.5271,2.0,Neutral,1.084,Positive
Eva Dekretová ty hej... 🤣🤣🤣🤣🤣 Aj minko.  😝😝😝,0.3089,0.6911,2.0,Negative,1.275,Neutral
investoval ich do rodiny....te je najleosia investicia😇😇😇,0.5398,0.4602,3.0,Neutral,1.7999999999999998,Positive
"Peter Probala treba si ho pozrieť, my sme ho videli🙉🤦‍♀️",0.4628,0.5372,2.0,Neutral,0.34,Negative
Najradsej za rodinou....tam kde sme  všade doma💞,0.5252,0.4748,3.0,Neutral,0.742,Positive
"Pre moju vnučku, ktorá teraz bude mať mesiac ❤️🍀🍀",0.2378,0.7622,2.0,Negative,0.576,Neutral
Tak asi iba novinari z neho urobili spinu😉,0.5138,0.4862,3.0,Neutral,0.464,Negative
"Mojej mamine,v sobotu má narodeniny -74rokov. Všetko najlepšie 😘.",0.4833,0.5167,2.0,Neutral,0.702,Positive
"Pekný deň, zistime to 😉 Lidl tím",0.5093,0.4907,3.0,Neutral,0.464,Positive
Pozri si posledný predvolebný prieskum a potom výsledky volieb 😊,0.6745,0.3255,3.0,Positive,0.645,Negative
Ked vidim bigotneho Chromika.. 😅,0.4805,0.5195,2.0,Neutral,0.18,Negative
Zdielam Lego City 👨‍👩‍👦‍👦🍀🙏🌲,0.3812,0.6188,2.0,Negative,2.082,Positive
"V nemocničnej posteli... :-D a ešte neprestavaný čas, aj dátum mešká..... 😝",0.6023,0.3977,3.0,Positive,0.425,Negative
Kavicka relax kvetinova dzungla...😂,0.5098,0.4902,3.0,Neutral,0.221,Negative
"Tatino je len jeden, no miluju ju obaja a ona ich... laska bez hranic 😉",0.8377,0.1623,3.0,Positive,0.464,Negative
"lego city,ktore sa ukryva pod “😍” alebo “😆” 🙂",0.8136,0.1864,3.0,Positive,1.09,Negative
A zase focus je najdoveryhodnejsia agentura 👌😂😂😂,0.4708,0.5292,2.0,Neutral,1.227,Negative
"Radičova vláda, Šoroš,Matovič, Kiska a raňajky Sulíka 🖖ideš robko",0.5179,0.4821,3.0,Neutral,0.0,Negative
Ožralý liberálny lokaj sionizmu. To úplne stačí. 😉,0.5191,0.4809,3.0,Neutral,0.464,Negative
"Neviem, ci to funguje vsade,ale ked chcem ist do banky (Sereď) musim si dohodnut stretnutie s osobnym bankarom (ja mam kazdu chvilu ineho 😀,preto ani nepoznam meno.)..inak ma nikto nevybavi,teda cest vynimke- pokladna ma neodmietne... 😀\nKed sa dopatram k osobnemu bankarovi, tak pribehne s diarom, ze ona ma dnes stretnutia cely den, ze kedy mozem (a pritom debataje s kamoskou,alebo tuka do pocitaca) .. Haloo ved som tu dnes (kedze mate cas,popripade dovolenku..tiez chodite do prace) 🙈\nPre mna najhorsia banka za poslednu dobu..v inych bankach ma este veru neodbili, ze nemame dohodnute stretko,pridite inokedy. Stretko dohodnu na pol hodku a sedim tam 5-10min.. cele zle...",0.0472,0.9528,2.0,Negative,1.577,Positive
To sa ešte uvidí keď ju začne papať :) zatiaľ mliečnô  👍,0.9599,0.0401,3.0,Positive,0.522,Negative
Presne toto som si vsimol aj ja 😠,0.4781,0.5219,2.0,Neutral,-0.302,Negative
Peter Hany Hanák Artur Bekmatov Lucy Andrew Bennett ✨,0.5406,0.4594,3.0,Neutral,0.353,Positive
Ružový set pre Stellku. A podelili by sme sa s kamoskou v očakávaní. 😉,0.5308,0.4692,3.0,Neutral,0.464,Positive
"Nezalezi co rozprava fico,ale co rozprava narod!A to sa v piatok ukaze!🇸🇰🇸🇰🇸🇰",0.46399999999999997,0.536,2.0,Neutral,1.581,Negative
S mojim synom Sebastián Podhányi ... 💗😋🍫,0.311,0.6890000000000001,2.0,Negative,1.451,Positive
No a ty chlapče si stelesnenie TEBE JEBE... ✌️️😁,0.3581,0.6419,2.0,Negative,0.45,Neutral
"Milica Drgonova, hystériu robia neprajníci. R. I. P. maestro Gott. 🙏😇",0.4651,0.5349,2.0,Neutral,1.018,Negative
Dalsi odbornik na ustavu 😀😀😁,0.4658,0.5342,2.0,Neutral,1.5939999999999999,Positive
Marian Malinska Michalov vždy lepšie ako vých. velmoci🐑🐑🐑,0.4752,0.5248,2.0,Neutral,-0.5700000000000001,Negative
Koko...... idz už niekam 💩,0.5,0.5,1.0,Neutral,-0.118,Negative
urcite do lidlu na nakup a potom po dilanici by som ju isiel prevetrat💪💪💪,0.3553,0.6447,2.0,Negative,1.6680000000000001,Positive
Lepšiu reklamu Kotlebovi nemôže urobiť už nic🙂 veľmi dobre neomarxisti!!,0.4708,0.5292,2.0,Neutral,0.0,Negative
Nominujem materskú škôlku Omšenie (ZŠ s MŠ Omšenie)😘,0.6191,0.3809,3.0,Positive,0.702,Neutral
Balicek C (velkost L.) ;)🍀👌,0.7364,0.2636,3.0,Positive,0.8519999999999999,Negative
"Sushi,palea,losos a pizza 😁",0.4855,0.5145,2.0,Neutral,0.45,Positive
Pravicová vláda so Smerom😃,0.5658,0.4342,3.0,Positive,0.558,Negative
mame 3 macky tak u nas zospodu 😸,0.287,0.713,2.0,Negative,0.423,Positive
Maria Lubosko Bajcarovi dadovi a sofke ☃️☃️,0.5,0.5,1.0,Neutral,1.0,Positive
Tak ty si iny frajer pocuvaj 😁,0.4693,0.5307,2.0,Neutral,0.45,Negative
Malo kvalitnej a veľa sra..ek slovenských musím počúvať pre nový zákon 😔,0.4783,0.5217,2.0,Neutral,-0.146,Negative
"Nemozu,lebo tam sa hovori celkom inak,tam maju aj dokazy na rozdiel od SME!😉",0.4798,0.5202,2.0,Neutral,0.464,Negative
Denne fen aj zehlicku na vlasy😉,0.4699,0.5301,2.0,Neutral,0.464,Negative
Prvá jazda určite do lídlu na nákup 😃,0.5099,0.4901,3.0,Neutral,0.558,Positive
Želám si zdravie pre všetkých a hlavne menej ohňostrojov. 🐕,0.4041,0.5959,2.0,Negative,0.3,Positive
Veronika Škorvanova mladá pani..otvorte oči..VIDNO A VŠADE.🌹🌹🌹🌹🌹,0.4943,0.5057,2.0,Neutral,1.83,Negative
Dnes som ju videla  u nas\nv Poprade 😁,0.4765,0.5235,2.0,Neutral,0.45,Negative
"Remíza ako vysita 3:3,... A potom sa uvidí 😉",0.6704,0.3296,3.0,Positive,0.464,Neutral
Alebo ich vyhlásia za svätých 😀😀 Už je to naozaj CHORE,0.532,0.46799999999999997,3.0,Neutral,1.144,Positive
vyhrame 3:2 pre Slovensko✊,0.4544,0.5456,2.0,Neutral,0.433,Negative
Martin Krejza pod 6 hrnku se nikdy dostat nechci. Raději 2x4 než jen 4😂,0.4533,0.5467,2.0,Neutral,0.221,Negative
"Kolosálna 🐷 ,verím že zhnije v tej base",0.5064,0.4936,3.0,Neutral,0.375,Negative
Obyčajný smrteľník by musel zaplatit aj veľkú pokutu!!!!!😥,0.4518,0.5482,2.0,Neutral,0.123,Negative
Katarina Jedinakova ja si to tiež myslím ako optimistka😎,0.1297,0.8703,2.0,Negative,0.493,Positive
"Do třpytivých skrýší ✨ šikovně schováte všechno, co nemá být na očích, a navíc krásně vypadají. 🤩 Co na ně říkáte? \n\n➡ HIT! EFEKTNÍ ÚLOŽNÝ BOX, s oboustrannými flitry na přední straně umožňujícími měnit vzory, rozměry: 31 × 31 × 31 cm – 59 Kč\n\nVýše uvedený produkt je z aktuální nabídky, která je dostupná do vyčerpání zásob.",0.4789,0.5211,2.0,Neutral,0.353,Negative
Bibi ty máš takého zelenáča 😀,0.5457,0.4543,3.0,Neutral,0.572,Positive
A invalidným dôchodcom ako pomozete😥???,0.4867,0.5133,2.0,Neutral,0.123,Negative
"Keby chlastal ten chvastal slovensku ligu, uz je pokoj 🙂",0.4741,0.5259,2.0,Neutral,0.0,Negative
Star Wars pre moje krsniatko 💞😘,0.5955,0.4045,3.0,Positive,1.444,Neutral
Lukáš Čiky Čikovský ako sa hovorí: skutek utek🙁,0.5634,0.4366,3.0,Positive,0.0,Negative
Zarezervujte si vo svojich kalendároch termín 14. septembra a príďte sa pozrieť do Galérie SPP na výstavu obrazov umeleckej dvojice Melita Gwerková a Marián Vida.🎨🖌️,0.6951,0.3049,3.0,Positive,0.2,Negative
"“Fúzatý yebo..” konečná, ale veľmi trefne ☝️🤣",0.5901,0.4099,3.0,Positive,0.0,Negative
"Lenka Hamranová,Nika Vavrek,Zuzana Bullová,Klaudia Filkornová 🍀",0.552,0.44799999999999995,3.0,Positive,0.288,Neutral
"Balíček B, moji traja chlapi by sa vyblaznili 😉🙂😁",0.3091,0.6909,2.0,Negative,0.914,Neutral
Ali-Paš(k)a z Východu... 👳,0.525,0.475,3.0,Neutral,0.722,Negative
Preto sa nikdy nepostavil proti Ficovi? No veríme ti Kapitán že trpiš😃,0.4823,0.5177,2.0,Neutral,0.558,Negative
Určite okolo hornej nádrže Čierneho Váhu🙏🏻😍🛴,0.7536,0.2464,3.0,Positive,1.096,Negative
Veľmi skoro..dopadne to velmi zle a to chcem byt optimista!!! 🍀😭😭,0.4957,0.5043,2.0,Neutral,0.10199999999999998,Negative
Len či sa skôr za tých 20 rokov nezmenila Pohoda 🤔,0.5522,0.4478,3.0,Positive,0.0,Negative
Zdieľam lego city pre môjho synčeka 🙏🙏🙏🍀🍀🍀🍀🍀,0.4014,0.5986,2.0,Negative,2.118,Positive
... ešte Kapitáňa ku nim a bolo by to dokonalé... 😂 😂 😂,0.5670000000000001,0.433,3.0,Positive,0.663,Negative
Presne. \nVelmi dobry postreh 🙂,0.6116,0.3884,3.0,Positive,0.0,Negative
Róbert Obšut ked sa citis ako dochodca kludne choj 🙈 ,0.4838,0.5162,2.0,Neutral,0.433,Negative
Star wars pre syna Jakubka zbožňuje legoooo🤗,0.5112,0.4888,3.0,Neutral,0.0,Positive
Skoda ze bez backlinku na FCB page 😞 https://www.facebook.com/muzeummobilovsk/,0.4591,0.5409,2.0,Neutral,-0.118,Negative
"Kým iní, ktorí nemajú čo ukázať, sa snažia “zviditeľniť ma klamlivou reklamou na mostoch”, my stále pracujeme pre všetkých občanov 😉\n\nDnes sme v spolupráci so ŽSR postavili cykloprístrešok na vlakovej stanici vo Vajnoroch. Budúci týždeň pribudnú stojany na bicykle a do konca prázdnin aj bezpečnostná kamera 🚲 👍🏻\n\n#Bratislava #primator #JanMrva #Mrva #primatorBratislavy #NaseMestoBratislavaMrva #ModernaBratislava",0.07,0.93,2.0,Negative,1.415,Positive
"som jediná komu príde, že od S6 Samsung tak trochu v niečom kopíruje Apple 😑?",0.4554,0.5446,2.0,Neutral,-0.314,Negative
Cez deň polojasno a večer tma 😀,0.495,0.505,2.0,Neutral,0.572,Negative
Uskutocni sa v sportom areali Hoss Sport Center v Trencine 😀😀,0.3667,0.6333,2.0,Negative,1.144,Positive
Max a Lily ... Nas piccaso rad kresli tiez by sa jej zisiel balicek.. 😃😃,0.5234,0.4766,3.0,Neutral,1.116,Positive
