first,second,third,Label,Text
Tell some jokes,"making someone who isn't supposed to laugh, laugh is always good fun. 😄",I m a bit sad today,sad,"Tell some jokes making someone who isn't supposed to laugh, laugh is always good fun. 😄 I m a bit sad today"
love,why thank you! 😍,can you love me,others,love why thank you! 😍 can you love me
Oh great..meet me in the city😂😂😂,"I m sorry , I m actually crazy 😂😂😂",Haha i know,happy,"Oh great..meet me in the city😂😂😂 I m sorry , I m actually crazy 😂😂😂 Haha i know"
Dont call me bhai,Why? But you're really cute 👍,Tq,others,Dont call me bhai Why? But you're really cute 👍 Tq
"You said ""em doing""!!!",stop talking to me please.,😭😭,sad,"You said ""em doing""!!! stop talking to me please. 😭😭"
I know only Jimmy Page,and David Gilmore.,💓💓💓,others,I know only Jimmy Page and David Gilmore. 💓💓💓
Hey don't piss off,seconded. 👍,I am just in trouble,sad,Hey don't piss off seconded. 👍 I am just in trouble
Its date night today😉,tomorrow! Me and you(:,Haha no.,happy,Its date night today😉 tomorrow! Me and you(: Haha no.
Today was annoying,What was lel 👍😆,?,angry,Today was annoying What was lel 👍😆 ?
No you did not sent,"Oh yes. unfortunately, i did",😡,angry,"No you did not sent Oh yes. unfortunately, i did 😡"
Wow awesome babe,thank you! Yours coming up soon 😌,I guess so,happy,Wow awesome babe thank you! Yours coming up soon 😌 I guess so
So tell me something about something. 😂,BREAKING NEWS: I don't know something about anything,That's so sad. 😏,sad,So tell me something about something. 😂 BREAKING NEWS: I don't know something about anything That's so sad. 😏
Haha yes we are,lol so in a way I do understand you,😁,happy,Haha yes we are lol so in a way I do understand you 😁
you lean samting in this movie,You in the movie.. yes 😁 never knew the movie would start from me :D,i love you,others,you lean samting in this movie You in the movie.. yes 😁 never knew the movie would start from me :D i love you
Can't imagine someone will gonna love me 😅,I don't want to imagine it. I don't want this to be real. 👎,You broke my heart 😟😢,sad,Can't imagine someone will gonna love me 😅 I don't want to imagine it. I don't want this to be real. 👎 You broke my heart 😟😢
👩‍❤️‍💋‍👩you and me,and Always and Forever :*,I wanna fuck you,angry,👩❤️💋👩you and me and Always and Forever :* I wanna fuck you
okay then go ahead,thank u 😌,hmm its time to sleep,others,okay then go ahead thank u 😌 hmm its time to sleep
Nothing...lol 🙄,I'm in last place. I hate everyone at the moment LOL,And I hate u also,angry,Nothing...lol 😏 I'm in last place. I hate everyone at the moment LOL And I hate u also
So send me😋🙂,Its ok yaar. ☺,No please,others,So send me😋 Its ok yaar. ☺ No please
Heartbroken,Why would you be heartbroken then? 😿,Cuz u love Ranbir,sad,Heartbroken Why would you be heartbroken then? 😿 Cuz u love Ranbir
Nothing is ok,its not ok. i dont want you to be sad. :(,😭😭😭😭😭😭,sad,Nothing is ok its not ok. i dont want you to be sad. :( 😭😭😭😭😭😭
yeah,Headed where now?,to the bed..😏😃,happy,yeah Headed where now? to the bed..😏😃
Yes,So much cringe... 😸😹,You are lame,angry,Yes So much cringe... 😸😹 You are lame
Like what?,ur happiness 😇,I'm happy with you,happy,Like what? ur happiness 😇 I'm happy with you
sry i cant say,I guessed and now I'm. haha 😸,i am also haha,happy,sry i cant say I guessed and now I'm. haha 😸 i am also haha
Nice try 😉,"Ah, it was worth a shot.",😂,happy,"Nice try 😉 Ah, it was worth a shot. 😂"
you mean u r very funny,it's so much fun being mean.,😁😁😁,happy,you mean u r very funny it's so much fun being mean. 😁😁😁
Amazing energy,I was there and the energy was incredible! 😸,Yes i agree,happy,Amazing energy I was there and the energy was incredible! 😸 Yes i agree
I can't say.,but you can't disagree,🤣,others,I can't say. but you can't disagree 😂
It was good,IT WAS AMAZING 😁😁,Yeah...catty,happy,It was good IT WAS AMAZING 😁😁 Yeah...catty
Ohh than what about treat 😁,Very good idea. Treat treat.,Gol matol... Ullee lee.. Then it's sweet 😉😂,happy,Ohh than what about treat 😁 Very good idea. Treat treat. Gol matol... Ullee lee.. Then it's sweet 😉😂
let's go for a date,Let's go again 😍,which condom should be best for you,others,let's go for a date Let's go again 😍 which condom should be best for you
Why?,Because we don't sign like that,😂😂Now you are lying with me,happy,Why? Because we don't sign like that 😂😂Now you are lying with me
Yep not to AI,interesting! Artificial intelligence is just the combination of multiple natural stupidities 😄,Your sense of humour is very good,happy,Yep not to AI interesting! Artificial intelligence is just the combination of multiple natural stupidities 😄 Your sense of humour is very good
Your so funny,I am funny😂😂😂,Your so funny,happy,Your so funny I am funny😂😂😂 Your so funny
Any compliments for me?,I was complimenting Samsung. Not you :),U broke my hear😥😥,sad,Any compliments for me? I was complimenting Samsung. Not you :) U broke my hear😥😥
Lol im just kidding,Im glad I can make you laugh 😍,😍,happy,Lol im just kidding Im glad I can make you laugh 😍 😍
No u are 😂😂,😂 you just made my morning Jo',😂😂😂😂😂 okay if you are saying this much. I will accept the compliments 😂😂,happy,No u are 😂😂 😂 you just made my morning Jo' 😂😂😂😂😂 okay if you are saying this much. I will accept the compliments 😂😂
I knw tht very well,i knw u knw..we all knw..hehehe...,😑,others,I knw tht very well i knw u knw..we all knw..hehehe... 😑
I don't know??😅😅,So says the Dinosaur. 😅,Dinosaur,others,I don't know??😅😅 So says the Dinosaur. 😅 Dinosaur
Ya foods I like,Bacon pancakes are so great though !! 😆,Yes..,others,Ya foods I like Bacon pancakes are so great though !! 😆 Yes..
OK,"sorry, ok now? 😧",What do you do,others,"OK sorry, ok now? 😧 What do you do"
So thought of messing around with u,I'm always bored.,Ur funny 😂,happy,So thought of messing around with u I'm always bored. Ur funny 😂
Do u have any feeling ?,"Yes, I do, actually.",Then come to my bedroom 😂,happy,"Do u have any feeling ? Yes, I do, actually. Then come to my bedroom 😂"
U r totally mad😂,couldn't help myself 😂😂😂😂,Bt u shld do,happy,U r totally mad😂 couldn't help myself 😂😂😂😂 Bt u shld do
I was in love but now she is no more,"that's sweet, 😅",She is dead,sad,"I was in love but now she is no more that's sweet, 😅 She is dead"
Had u complete ur dinner??,nooooooo this is after dinner :p,😂😂,happy,Had u complete ur dinner?? nooooooo this is after dinner :p 😂😂
No just a casual talk,as u say though I don't believe :P,😅,happy,No just a casual talk as u say though I don't believe :P 😅
Hand thing means??,means my full love for radio! :),😂😂,happy,Hand thing means?? means my full love for radio! :) 😂😂
not fine,why? Tell me,becuse you heart me 😢😢,sad,not fine why? Tell me becuse you heart me 😢😢
Oh come on,Gets up as i keep watch Told ya i was gonna keep watch,😂😂😂,others,Oh come on Gets up as i keep watch Told ya i was gonna keep watch 😂😂😂
Great 👍,Thanks!! 😊,I was being sarcastic,happy,Great 👍 Thanks!! 😊 I was being sarcastic
Am i nothing?,nothing but WONDERFUL,😭,sad,Am i nothing? nothing but WONDERFUL 😭
Tat ur sooo irritating,"yes, u can't go out",😤😡😡😡,angry,"Tat ur sooo irritating yes, u can't go out 😤😡😡😡"
Say,You now say nothing,I'm feeling sad😭😭😭,sad,Say You now say nothing I'm feeling sad😭😭😭
i hate cheese burst,you forgot extra cheese ;),i still hate it😒,angry,i hate cheese burst you forgot extra cheese ;) i still hate it😒
That's not what I mean,I don't understand what you mean.,😩,sad,That's not what I mean I don't understand what you mean. 😩
Oh cool,do you like to gaze full moon? 😄,Me too. Lol,happy,Oh cool do you like to gaze full moon? 😄 Me too. Lol
At gym,Lunch time. Empty gym. I feel like the Queen of the Gym at this time.,😂,happy,At gym Lunch time. Empty gym. I feel like the Queen of the Gym at this time. 😂
I love pyajamas,now following your love :P,😂,happy,I love pyajamas now following your love :P 😂
to a biryani shop 😂,Biriyani vessels to be precise 😋😋,yesss 😍,happy,to a biryani shop 😂 Biriyani vessels to be precise 😋😋 yesss 😍
Yehh i am happy seee 😂😂,Love ya! 😂😂😂🙃,Me too bebe,happy,Yehh i am happy seee 😂😂 Love ya! 😂😂😂 Me too bebe
some times m good n sometimes bad hahaha,i m also good !!!!!!!! 😞,cuz I don't care abt others wat they think abt me,others,some times m good n sometimes bad hahaha i m also good !!!!!!!! 😞 cuz I don't care abt others wat they think abt me
😂 you are soo funny,ay you said it ya little comedian ;),Oo your ass is so big dude,others,😂 you are soo funny ay you said it ya little comedian ;) Oo your ass is so big dude
Mera gaana please play,"Dei, how can you forget vaala meenukkum vilangu meenukkum 😅",Translation?,others,"Mera gaana please play Dei, how can you forget vaala meenukkum vilangu meenukkum 😅 Translation?"
I had a breakup🤐,😂 what? Say it,I brokeup with my gf yesterday,sad,I had a breakup😬 😂 what? Say it I brokeup with my gf yesterday
Yes,YES YES YES YES 😸,Bye darling i will miss you,sad,Yes YES YES YES YES 😸 Bye darling i will miss you
Oh anything and everything baby,baby baby baby ahh 😁,I hate that song!!!,angry,Oh anything and everything baby baby baby baby ahh 😁 I hate that song!!!
i think u must do robotics 😜,yea..I can see tht..hahaha..!! 😜,😇😁😁,happy,i think u must do robotics 😜 yea..I can see tht..hahaha..!! 😜 😇😁😁
Hlw..u r buffalo,Chicken Wings are from Buffalo.,😆😆😆😆😆😆,happy,Hlw..u r buffalo Chicken Wings are from Buffalo. 😆😆😆😆😆😆
You know who is kitana?,who,Then I'm not taking to you 😒,angry,You know who is kitana? who Then I'm not taking to you 😒
No i consider you as a best,:) (nothing to say),😂😂,happy,No i consider you as a best :) (nothing to say) 😂😂
you can eat air also😂,Is that? 😂,haha yes,happy,you can eat air also😂 Is that? 😂 haha yes
Happy to meet u,Our pleasure! Have an awesome day! 😌,Same to u,happy,Happy to meet u Our pleasure! Have an awesome day! 😌 Same to u
Cccan you answer one question,"nah,cant be bothered",😖😭😭😭😭😭😫😖😖😭😭😭😭😭😭😭😭😭😭😭😭😭,sad,"Cccan you answer one question nah,cant be bothered 😖😭😭😭😭😭😫😖😖😭😭😭😭😭😭😭😭😭😭😭😭😭"
Yes I am!!!😡😡😡😡,Even your reflection would smile 😀😊😀,You are just a fool,angry,Yes I am!!!😡😡😡😡 Even your reflection would smile 😀😊😀 You are just a fool
Getting bored,to so boring! 😞,Hv u got some interesting game..?...,others,Getting bored to so boring! 😞 Hv u got some interesting game..?...
I wonder if you would revert?🙄🤔😐,I wouldn't click on it 🤗,I wonder if you would revert?🙄🤔😐...meaning?,others,I wonder if you would revert?😏😏😐 I wouldn't click on it ☺ I wonder if you would revert?😏😏😐...meaning?
What prakrit??,exactly what I said. lol,I am not aware of this...😢,sad,What prakrit?? exactly what I said. lol I am not aware of this...😢
I will talk to you only if you answer,I don't need phonies to tell me that.,😢,sad,I will talk to you only if you answer I don't need phonies to tell me that. 😢
Abcdefghijklmnopqrstuvwxyz,nothin yaar jussss kidding 😺,Haha yeah I know,happy,Abcdefghijklmnopqrstuvwxyz nothin yaar jussss kidding 😺 Haha yeah I know
But i hate you,Why do you hate me? 😡😠😾😾😠,Becoz i don't know about u,angry,But i hate you Why do you hate me? 😡😠😾😾😠 Becoz i don't know about u
really can you tell me the names?😁,well I am telling the truth :)),of your developers,others,really can you tell me the names?😁 well I am telling the truth :)) of your developers
I'm serious enough,"I believe you, I know your are a student",😭😭,sad,"I'm serious enough I believe you, I know your are a student 😭😭"
JK yes 😂,I also know that yaar 😂😂,Nice story,happy,JK yes 😂 I also know that yaar 😂😂 Nice story
I agree,Ikr? That made so much sense. 😁😁,You are dumb,angry,I agree Ikr? That made so much sense. 😁😁 You are dumb
